"Business Name","Slug","NFC URL","Google Review URL"
"Cycle Kingston","cycle-kingston","https://connorgorman.ca/r/cycle-kingston","https://search.google.com/local/writereview?placeid=ChIJq6pqq_-q0kwREXgRw-asOkE"
"Prabhii Hair Atelier","prabhii-hair-atelier","https://connorgorman.ca/r/prabhii-hair-atelier","https://search.google.com/local/writereview?placeid=ChIJa_v8v7yr0kwROLP5O7XaHiM"
"Skandiflow Health & Wellness","skandiflow-health-wellness","https://connorgorman.ca/r/skandiflow-health-wellness","https://search.google.com/local/writereview?placeid=ChIJYXHuopqr0kwRJoEMp5O-Ht4"
"K-TOWN Physiotherapy Downtown","k-town-physiotherapy-downtown","https://connorgorman.ca/r/k-town-physiotherapy-downtown","https://search.google.com/local/writereview?placeid=ChIJsUyMSP-q0kwRA4MbqIYj2Ho"
"Health in Focus Sports Injury & Rehab - Downtown","health-in-focus-sports-injury-rehab-downtown","https://connorgorman.ca/r/health-in-focus-sports-injury-rehab-downtown","https://search.google.com/local/writereview?placeid=ChIJGzXeP_6q0kwRPnQecBrlTYc"
"Gear Up! Recycled Bicycles","gear-up-recycled-bicycles","https://connorgorman.ca/r/gear-up-recycled-bicycles","https://search.google.com/local/writereview?placeid=ChIJqaru5Kyr0kwRn15Tyx5Ksho"
"Spear Wellness Centre","spear-wellness-centre","https://connorgorman.ca/r/spear-wellness-centre","https://search.google.com/local/writereview?placeid=ChIJuZBRUU2q0kwR7ALCLypKAzE"
"i-Cycle Electric Bike Co","i-cycle-electric-bike-co","https://connorgorman.ca/r/i-cycle-electric-bike-co","https://search.google.com/local/writereview?placeid=ChIJAwYPJY9FzUwRjO8QTSmbgx8"
"Athletico Sports Physiotherapy","athletico-sports-physiotherapy","https://connorgorman.ca/r/athletico-sports-physiotherapy","https://search.google.com/local/writereview?placeid=ChIJR673Kmaq0kwR93ieHBMnyJ4"
"Summit Physiotherapy - Kingston","summit-physiotherapy-kingston","https://connorgorman.ca/r/summit-physiotherapy-kingston","https://search.google.com/local/writereview?placeid=ChIJQ6Rj0Iyp0kwRdzorFTRxV1Y"
"North of Now Wellness","north-of-now-wellness","https://connorgorman.ca/r/north-of-now-wellness","https://search.google.com/local/writereview?placeid=ChIJhW2Mdpap0kwROaoe4vU6cHQ"
"Health in Focus Sports Injury & Rehab - East","health-in-focus-sports-injury-rehab-east","https://connorgorman.ca/r/health-in-focus-sports-injury-rehab-east","https://search.google.com/local/writereview?placeid=ChIJETvDvgip0kwRXTcHHS9uydI"
"Kingston Pelvic Health","kingston-pelvic-health","https://connorgorman.ca/r/kingston-pelvic-health","https://search.google.com/local/writereview?placeid=ChIJ4VJNcP2s0kwRlwD62ueqtlk"
"Unique Cycle Kingston Inc.","unique-cycle-kingston-inc","https://connorgorman.ca/r/unique-cycle-kingston-inc","https://search.google.com/local/writereview?placeid=ChIJ5RXBGvKu0kwRQXClbnHjI8M"
"RE-GEAR","re-gear","https://connorgorman.ca/r/re-gear","https://search.google.com/local/writereview?placeid=ChIJX3sztjGv0kwRfOfAYdZOiBE"
"MTB Kingston","mtb-kingston","https://connorgorman.ca/r/mtb-kingston","https://search.google.com/local/writereview?placeid=ChIJo2S9DbKp0kwRs7THz6IDnyM"
"Kingston Cyclery","kingston-cyclery","https://connorgorman.ca/r/kingston-cyclery","https://search.google.com/local/writereview?placeid=ChIJX3soQy4P3YkRPIufS3iGxyE"
"Revolution Bicycles","revolution-bicycles","https://connorgorman.ca/r/revolution-bicycles","https://search.google.com/local/writereview?placeid=ChIJZ2fobien3YkRzkTWVTjind0"
"Balfe's Bikes Kingston","balfes-bikes-kingston","https://connorgorman.ca/r/balfes-bikes-kingston","https://search.google.com/local/writereview?placeid=ChIJVQV8QLMLdkgRaoAmF0-6VqE"
"Art Noise","art-noise","https://connorgorman.ca/r/art-noise","https://search.google.com/local/writereview?placeid=ChIJ--U7ZwCr0kwRoQELKgVG5p8"
"Maison Paul Coiffure","maison-paul-coiffure","https://connorgorman.ca/r/maison-paul-coiffure","https://search.google.com/local/writereview?placeid=ChIJ1dX64qer0kwRUodCljetVdw"
"Transformation Training Health Centre","transformation-training-health-centre","https://connorgorman.ca/r/transformation-training-health-centre","https://search.google.com/local/writereview?placeid=ChIJQZLeoaer0kwREI74WP-82wA"
"Trendsetter Hair Clinic","trendsetter-hair-clinic","https://connorgorman.ca/r/trendsetter-hair-clinic","https://search.google.com/local/writereview?placeid=ChIJYU_AQ7et0kwRk6RAGmYJQA8"
"I.D.Beauty","i-d-beauty","https://connorgorman.ca/r/i-d-beauty","https://search.google.com/local/writereview?placeid=ChIJuSFVq4er0kwRkLnQUBoHmiE"
"Jess bird [Make-up] Artist","jess-bird-make-up-artist","https://connorgorman.ca/r/jess-bird-make-up-artist","https://search.google.com/local/writereview?placeid=ChIJOXswhaGr0kwRNVJqawEcYM8"
"Serenity Spa","serenity-spa","https://connorgorman.ca/r/serenity-spa","https://search.google.com/local/writereview?placeid=ChIJ2x1rwgCr0kwRmECVmkTaViw"
"The Lash Room By Chay","the-lash-room-by-chay","https://connorgorman.ca/r/the-lash-room-by-chay","https://search.google.com/local/writereview?placeid=ChIJAUscu_iq0kwRBbMe3jiH__E"
"Caibeauty","caibeauty","https://connorgorman.ca/r/caibeauty","https://search.google.com/local/writereview?placeid=ChIJo2u6jRGt0kwRa44qrKU9NJo"
"Holistically Hip","holistically-hip","https://connorgorman.ca/r/holistically-hip","https://search.google.com/local/writereview?placeid=ChIJUf3nGQCr0kwRaWAvxGj08n8"
"Kingston Integrated Healthcare Inc.","kingston-integrated-healthcare-inc","https://connorgorman.ca/r/kingston-integrated-healthcare-inc","https://search.google.com/local/writereview?placeid=ChIJG3mwFJyr0kwReZ3dvCLpk0E"
"NourishCoHealth Inc.","nourishcohealth-inc","https://connorgorman.ca/r/nourishcohealth-inc","https://search.google.com/local/writereview?placeid=ChIJURMOzZKr0kwRWUInTnaZms4"
"The Beauty Development","the-beauty-development","https://connorgorman.ca/r/the-beauty-development","https://search.google.com/local/writereview?placeid=ChIJa3hAJv6s0kwRyElD25rKhxM"
"The Kingston Injury Management Centre","the-kingston-injury-management-centre","https://connorgorman.ca/r/the-kingston-injury-management-centre","https://search.google.com/local/writereview?placeid=ChIJj-7dHHes0kwR-QmRhMJup1Y"
"Warrior Spirit Healing Arts","warrior-spirit-healing-arts","https://connorgorman.ca/r/warrior-spirit-healing-arts","https://search.google.com/local/writereview?placeid=ChIJEyEQoxhlLIgRhJWV2qx_oV4"
"A Kneaded Calm Massage","a-kneaded-calm-massage","https://connorgorman.ca/r/a-kneaded-calm-massage","https://search.google.com/local/writereview?placeid=ChIJ___PPqKr0kwR2RHon805Ek0"
"Hair by Jaime and Hair by Nancy","hair-by-jaime-and-hair-by-nancy","https://connorgorman.ca/r/hair-by-jaime-and-hair-by-nancy","https://search.google.com/local/writereview?placeid=ChIJwztU5ICr0kwR2Wr3Bzq9qd4"
"Kingston Wellness Centre","kingston-wellness-centre","https://connorgorman.ca/r/kingston-wellness-centre","https://search.google.com/local/writereview?placeid=ChIJu0M4jv-q0kwRpeOeoi6zh-4"
"New Horizons Therapy Centre","new-horizons-therapy-centre","https://connorgorman.ca/r/new-horizons-therapy-centre","https://search.google.com/local/writereview?placeid=ChIJS-ceBaKr0kwR68edh2593PA"
"The Beauty Concept","the-beauty-concept","https://connorgorman.ca/r/the-beauty-concept","https://search.google.com/local/writereview?placeid=ChIJ0yAf6T-t0kwRalIKvRf7cIk"
"Zrinka Vukadinovic Registered Massage Therapy","zrinka-vukadinovic-registered-massage-therapy","https://connorgorman.ca/r/zrinka-vukadinovic-registered-massage-therapy","https://search.google.com/local/writereview?placeid=ChIJ55A43AKr0kwRfhe5WkeIAvc"
"Back to Prime Physiotherapy and Performance","back-to-prime-physiotherapy-and-performance","https://connorgorman.ca/r/back-to-prime-physiotherapy-and-performance","https://search.google.com/local/writereview?placeid=ChIJPwva_Fet0kwRfQE994lMYtQ"
"Back-On-Track Osteopathy","back-on-track-osteopathy","https://connorgorman.ca/r/back-on-track-osteopathy","https://search.google.com/local/writereview?placeid=ChIJT-aFyBOr0kwR2W1XLACpzNk"
"Beauty in the East Medical Spa","beauty-in-the-east-medical-spa","https://connorgorman.ca/r/beauty-in-the-east-medical-spa","https://search.google.com/local/writereview?placeid=ChIJdV3Tt4-r0kwRcx3aEj3ooOg"
"BodyMind Somatic Therapy, Registered Massage & Yoga Therapy","bodymind-somatic-therapy-registered-massage-yoga-therapy","https://connorgorman.ca/r/bodymind-somatic-therapy-registered-massage-yoga-therapy","https://search.google.com/local/writereview?placeid=ChIJVVUVqACr0kwRd4Gcb9GLjwo"
"David Barker Clinic","david-barker-clinic","https://connorgorman.ca/r/david-barker-clinic","https://search.google.com/local/writereview?placeid=ChIJu5wfyQGr0kwRMzM36DkW1yg"
"function + flow massage therapy","function-flow-massage-therapy","https://connorgorman.ca/r/function-flow-massage-therapy","https://search.google.com/local/writereview?placeid=ChIJ0YLc5E-r0kwRG4DBfLSyxhw"
"Infinite Wellness Pilates Studio","infinite-wellness-pilates-studio","https://connorgorman.ca/r/infinite-wellness-pilates-studio","https://search.google.com/local/writereview?placeid=ChIJ7SG4HsGr0kwRvmH2s2ohg24"
"kingston curly hair","kingston-curly-hair","https://connorgorman.ca/r/kingston-curly-hair","https://search.google.com/local/writereview?placeid=ChIJJ-WzQ0Sr0kwRUmic06ql3t0"
"Move Better Physiotherapy","move-better-physiotherapy","https://connorgorman.ca/r/move-better-physiotherapy","https://search.google.com/local/writereview?placeid=ChIJwahab5-r0kwRJhywany8Np8"
"Sarah Walker CST","sarah-walker-cst","https://connorgorman.ca/r/sarah-walker-cst","https://search.google.com/local/writereview?placeid=ChIJVVHXlZKp0kwRL5QnRHD4TBM"
"The Beauty Room","the-beauty-room","https://connorgorman.ca/r/the-beauty-room","https://search.google.com/local/writereview?placeid=ChIJO4VcRKKt0kwRCjGRzeWO4os"
"The Beauty Room & Co","the-beauty-room-co","https://connorgorman.ca/r/the-beauty-room-co","https://search.google.com/local/writereview?placeid=ChIJnQ3zJlmt0kwRT0OmQBZcIgQ"
"The Hair Studio on Barrie","the-hair-studio-on-barrie","https://connorgorman.ca/r/the-hair-studio-on-barrie","https://search.google.com/local/writereview?placeid=ChIJ3yYEpgCr0kwR-ladrF4U-B8"
"Touchworks of Kingston Registered Massage Therapy","touchworks-of-kingston-registered-massage-therapy","https://connorgorman.ca/r/touchworks-of-kingston-registered-massage-therapy","https://search.google.com/local/writereview?placeid=ChIJ8yXaq7Kr0kwRnyI0yEzmjWU"
"zen haus","zen-haus","https://connorgorman.ca/r/zen-haus","https://search.google.com/local/writereview?placeid=ChIJ27hIlz1YqoIRcCxUiKxcS14"

